area,UNIT_MEASURE,type,TIME_PERIOD,OBS_VALUE,type_id
Hungary,PT_POP,Public and primary voluntary health insurance,2000,100,2
Hungary,PT_POP,Public and primary voluntary health insurance,2001,100,2
Hungary,PT_POP,Public and primary voluntary health insurance,2002,100,2
Hungary,PT_POP,Public and primary voluntary health insurance,2003,100,2
Hungary,PT_POP,Public and primary voluntary health insurance,2004,100,2
Hungary,PT_POP,Public and primary voluntary health insurance,2005,100,2
Hungary,PT_POP,Public and primary voluntary health insurance,2006,100,2
Hungary,PT_POP,Public and primary voluntary health insurance,2007,100,2
Hungary,PT_POP,Public and primary voluntary health insurance,2008,97,2
Hungary,PT_POP,Public and primary voluntary health insurance,2009,97,2
Hungary,PT_POP,Public and primary voluntary health insurance,2010,97,2
Hungary,PT_POP,Public and primary voluntary health insurance,2011,97,2
Hungary,PT_POP,Public and primary voluntary health insurance,2012,96,2
Hungary,PT_POP,Public and primary voluntary health insurance,2013,96,2
Hungary,PT_POP,Public and primary voluntary health insurance,2014,95,2
Hungary,PT_POP,Public and primary voluntary health insurance,2015,95,2
Hungary,PT_POP,Public and primary voluntary health insurance,2016,95,2
Hungary,PT_POP,Public and primary voluntary health insurance,2017,94,2
Hungary,PT_POP,Public and primary voluntary health insurance,2018,94,2
Hungary,PT_POP,Public and primary voluntary health insurance,2019,94,2
Hungary,PT_POP,Public and primary voluntary health insurance,2020,95,2
Hungary,PT_POP,Public and primary voluntary health insurance,2021,96,2
Hungary,PT_POP,Public and primary voluntary health insurance,2022,96,2
Hungary,PS,Government/compulsory health insurance,2000,10211,1
Hungary,PS,Government/compulsory health insurance,2001,10188,1
Hungary,PS,Government/compulsory health insurance,2002,10159,1
Hungary,PS,Government/compulsory health insurance,2003,10130,1
Hungary,PS,Government/compulsory health insurance,2004,10107,1
Hungary,PS,Government/compulsory health insurance,2005,10087,1
Hungary,PS,Government/compulsory health insurance,2006,10071,1
Hungary,PS,Government/compulsory health insurance,2007,10056,1
Hungary,PS,Government/compulsory health insurance,2008,9775,1
Hungary,PS,Government/compulsory health insurance,2009,9681,1
Hungary,PS,Government/compulsory health insurance,2010,9682,1
Hungary,PS,Government/compulsory health insurance,2011,9618,1
Hungary,PS,Government/compulsory health insurance,2012,9509,1
Hungary,PS,Government/compulsory health insurance,2013,9467,1
Hungary,PS,Government/compulsory health insurance,2014,9384,1
Hungary,PS,Government/compulsory health insurance,2015,9317,1
Hungary,PS,Government/compulsory health insurance,2016,9298,1
Hungary,PS,Government/compulsory health insurance,2017,9204,1
Hungary,PS,Government/compulsory health insurance,2018,9182,1
Hungary,PS,Government/compulsory health insurance,2019,9160,1
Hungary,PS,Government/compulsory health insurance,2020,9201,1
Hungary,PS,Government/compulsory health insurance,2021,9258,1
Hungary,PS,Government/compulsory health insurance,2022,9234,1
Hungary,PT_POP,Government/compulsory health insurance,2000,100,1
Hungary,PT_POP,Government/compulsory health insurance,2001,100,1
Hungary,PT_POP,Government/compulsory health insurance,2002,100,1
Hungary,PT_POP,Government/compulsory health insurance,2003,100,1
Hungary,PT_POP,Government/compulsory health insurance,2004,100,1
Hungary,PT_POP,Government/compulsory health insurance,2005,100,1
Hungary,PT_POP,Government/compulsory health insurance,2006,100,1
Hungary,PT_POP,Government/compulsory health insurance,2007,100,1
Hungary,PT_POP,Government/compulsory health insurance,2008,97,1
Hungary,PT_POP,Government/compulsory health insurance,2009,97,1
Hungary,PT_POP,Government/compulsory health insurance,2010,97,1
Hungary,PT_POP,Government/compulsory health insurance,2011,97,1
Hungary,PT_POP,Government/compulsory health insurance,2012,96,1
Hungary,PT_POP,Government/compulsory health insurance,2013,96,1
Hungary,PT_POP,Government/compulsory health insurance,2014,95,1
Hungary,PT_POP,Government/compulsory health insurance,2015,95,1
Hungary,PT_POP,Government/compulsory health insurance,2016,95,1
Hungary,PT_POP,Government/compulsory health insurance,2017,94,1
Hungary,PT_POP,Government/compulsory health insurance,2018,94,1
Hungary,PT_POP,Government/compulsory health insurance,2019,94,1
Hungary,PT_POP,Government/compulsory health insurance,2020,95,1
Hungary,PT_POP,Government/compulsory health insurance,2021,96,1
Hungary,PT_POP,Government/compulsory health insurance,2022,96,1
Iceland,PT_POP,Government/compulsory health insurance,2000,100,1
Iceland,PT_POP,Government/compulsory health insurance,2001,100,1
Iceland,PT_POP,Government/compulsory health insurance,2002,100,1
Iceland,PT_POP,Government/compulsory health insurance,2003,99.8,1
Iceland,PT_POP,Government/compulsory health insurance,2004,99.5,1
Iceland,PT_POP,Government/compulsory health insurance,2005,99.7,1
Iceland,PT_POP,Government/compulsory health insurance,2006,99.8,1
Iceland,PT_POP,Government/compulsory health insurance,2007,99.6,1
Iceland,PT_POP,Government/compulsory health insurance,2008,99.8,1
Iceland,PT_POP,Government/compulsory health insurance,2009,99.9,1
Iceland,PT_POP,Government/compulsory health insurance,2010,99.8,1
Iceland,PT_POP,Government/compulsory health insurance,2011,99.8,1
Iceland,PT_POP,Government/compulsory health insurance,2012,99.8,1
Iceland,PT_POP,Government/compulsory health insurance,2013,99.8,1
Iceland,PT_POP,Government/compulsory health insurance,2014,99.8,1
Iceland,PT_POP,Government/compulsory health insurance,2015,99.7,1
Iceland,PT_POP,Government/compulsory health insurance,2016,99.6,1
Iceland,PT_POP,Government/compulsory health insurance,2017,99.5,1
Iceland,PT_POP,Government/compulsory health insurance,2018,99.6,1
Iceland,PT_POP,Government/compulsory health insurance,2019,99.6,1
Iceland,PT_POP,Government/compulsory health insurance,2020,99.6,1
Iceland,PT_POP,Government/compulsory health insurance,2021,99.6,1
Iceland,PS,Government/compulsory health insurance,2000,281,1
Iceland,PS,Government/compulsory health insurance,2001,285,1
Iceland,PS,Government/compulsory health insurance,2002,288,1
Iceland,PS,Government/compulsory health insurance,2003,289,1
Iceland,PS,Government/compulsory health insurance,2004,293,1
Iceland,PS,Government/compulsory health insurance,2005,296,1
Iceland,PS,Government/compulsory health insurance,2006,304,1
Iceland,PS,Government/compulsory health insurance,2007,311,1
Iceland,PS,Government/compulsory health insurance,2008,319,1
Iceland,PS,Government/compulsory health insurance,2009,319,1
Iceland,PS,Government/compulsory health insurance,2010,318,1
Iceland,PS,Government/compulsory health insurance,2011,319,1
Iceland,PS,Government/compulsory health insurance,2012,321,1
Iceland,PS,Government/compulsory health insurance,2013,324,1
Iceland,PS,Government/compulsory health insurance,2014,327,1
Iceland,PS,Government/compulsory health insurance,2015,331,1
Iceland,PS,Government/compulsory health insurance,2016,335,1
Iceland,PS,Government/compulsory health insurance,2017,343.5,1
Iceland,PS,Government/compulsory health insurance,2018,352.8,1
Iceland,PS,Government/compulsory health insurance,2019,362.6,1
Iceland,PS,Government/compulsory health insurance,2020,367.5,1
Iceland,PS,Government/compulsory health insurance,2021,374.7,1
Iceland,PT_POP,Public and primary voluntary health insurance,2000,100,2
Iceland,PT_POP,Public and primary voluntary health insurance,2001,100,2
Iceland,PT_POP,Public and primary voluntary health insurance,2002,100,2
Iceland,PT_POP,Public and primary voluntary health insurance,2003,100,2
Iceland,PT_POP,Public and primary voluntary health insurance,2004,100,2
Iceland,PT_POP,Public and primary voluntary health insurance,2005,100,2
Iceland,PT_POP,Public and primary voluntary health insurance,2006,100,2
Iceland,PT_POP,Public and primary voluntary health insurance,2007,100,2
Iceland,PT_POP,Public and primary voluntary health insurance,2008,100,2
Iceland,PT_POP,Public and primary voluntary health insurance,2009,100,2
Iceland,PT_POP,Public and primary voluntary health insurance,2010,100,2
Iceland,PT_POP,Public and primary voluntary health insurance,2011,100,2
Iceland,PT_POP,Public and primary voluntary health insurance,2012,100,2
Iceland,PT_POP,Public and primary voluntary health insurance,2013,100,2
Iceland,PT_POP,Public and primary voluntary health insurance,2014,100,2
Iceland,PT_POP,Public and primary voluntary health insurance,2015,100,2
Iceland,PT_POP,Public and primary voluntary health insurance,2016,100,2
Iceland,PT_POP,Public and primary voluntary health insurance,2017,100,2
Iceland,PT_POP,Public and primary voluntary health insurance,2018,100,2
Iceland,PT_POP,Public and primary voluntary health insurance,2019,100,2
Iceland,PT_POP,Public and primary voluntary health insurance,2020,100,2
Iceland,PT_POP,Public and primary voluntary health insurance,2021,100,2
Ireland,PT_POP,Government/compulsory health insurance,2000,100,1
Ireland,PT_POP,Government/compulsory health insurance,2001,100,1
Ireland,PT_POP,Government/compulsory health insurance,2002,100,1
Ireland,PT_POP,Government/compulsory health insurance,2003,100,1
Ireland,PT_POP,Government/compulsory health insurance,2004,100,1
Ireland,PT_POP,Government/compulsory health insurance,2005,100,1
Ireland,PT_POP,Government/compulsory health insurance,2006,100,1
Ireland,PT_POP,Government/compulsory health insurance,2007,100,1
Ireland,PT_POP,Government/compulsory health insurance,2008,100,1
Ireland,PT_POP,Government/compulsory health insurance,2009,100,1
Ireland,PT_POP,Government/compulsory health insurance,2010,100,1
Ireland,PT_POP,Government/compulsory health insurance,2011,100,1
Ireland,PT_POP,Government/compulsory health insurance,2012,100,1
Ireland,PT_POP,Government/compulsory health insurance,2013,100,1
Ireland,PT_POP,Government/compulsory health insurance,2014,100,1
Ireland,PT_POP,Government/compulsory health insurance,2015,100,1
Ireland,PT_POP,Government/compulsory health insurance,2016,100,1
Ireland,PT_POP,Government/compulsory health insurance,2017,100,1
Ireland,PT_POP,Government/compulsory health insurance,2018,100,1
Ireland,PT_POP,Government/compulsory health insurance,2019,100,1
Ireland,PT_POP,Government/compulsory health insurance,2020,100,1
Ireland,PT_POP,Government/compulsory health insurance,2021,100,1
Ireland,PT_POP,Government/compulsory health insurance,2022,100,1
Ireland,PT_POP,Government/compulsory health insurance,2023,100,1
Ireland,PT_POP,Public and primary voluntary health insurance,2000,100,2
Ireland,PT_POP,Public and primary voluntary health insurance,2001,100,2
Ireland,PT_POP,Public and primary voluntary health insurance,2002,100,2
Ireland,PT_POP,Public and primary voluntary health insurance,2003,100,2
Ireland,PT_POP,Public and primary voluntary health insurance,2004,100,2
Ireland,PT_POP,Public and primary voluntary health insurance,2005,100,2
Ireland,PT_POP,Public and primary voluntary health insurance,2006,100,2
Ireland,PT_POP,Public and primary voluntary health insurance,2007,100,2
Ireland,PT_POP,Public and primary voluntary health insurance,2008,100,2
Ireland,PT_POP,Public and primary voluntary health insurance,2009,100,2
Ireland,PT_POP,Public and primary voluntary health insurance,2010,100,2
Ireland,PT_POP,Public and primary voluntary health insurance,2011,100,2
Ireland,PT_POP,Public and primary voluntary health insurance,2012,100,2
Ireland,PT_POP,Public and primary voluntary health insurance,2013,100,2
Ireland,PT_POP,Public and primary voluntary health insurance,2014,100,2
Ireland,PT_POP,Public and primary voluntary health insurance,2015,100,2
Ireland,PT_POP,Public and primary voluntary health insurance,2016,100,2
Ireland,PT_POP,Public and primary voluntary health insurance,2017,100,2
Ireland,PT_POP,Public and primary voluntary health insurance,2018,100,2
Ireland,PT_POP,Public and primary voluntary health insurance,2019,100,2
Ireland,PT_POP,Public and primary voluntary health insurance,2020,100,2
Ireland,PT_POP,Public and primary voluntary health insurance,2021,100,2
Ireland,PT_POP,Public and primary voluntary health insurance,2022,100,2
Ireland,PT_POP,Public and primary voluntary health insurance,2023,100,2
Ireland,PS,Government/compulsory health insurance,2000,3787,1
Ireland,PS,Government/compulsory health insurance,2001,3839,1
Ireland,PS,Government/compulsory health insurance,2002,3917,1
Ireland,PS,Government/compulsory health insurance,2003,3980,1
Ireland,PS,Government/compulsory health insurance,2004,4045,1
Ireland,PS,Government/compulsory health insurance,2005,4134,1
Ireland,PS,Government/compulsory health insurance,2006,4240,1
Ireland,PS,Government/compulsory health insurance,2007,4376,1
Ireland,PS,Government/compulsory health insurance,2008,4485,1
Ireland,PS,Government/compulsory health insurance,2009,4533,1
Ireland,PS,Government/compulsory health insurance,2010,4555,1
Ireland,PS,Government/compulsory health insurance,2011,4575,1
Ireland,PS,Government/compulsory health insurance,2012,4594,1
Ireland,PS,Government/compulsory health insurance,2013,4615,1
Ireland,PS,Government/compulsory health insurance,2014,4645,1
Ireland,PS,Government/compulsory health insurance,2015,4688,1
Ireland,PS,Government/compulsory health insurance,2016,4740,1
Ireland,PS,Government/compulsory health insurance,2017,4793,1
Ireland,PS,Government/compulsory health insurance,2018,4857,1
Ireland,PS,Government/compulsory health insurance,2019,4922,1
Ireland,PS,Government/compulsory health insurance,2020,4977,1
Ireland,PS,Government/compulsory health insurance,2021,5016,1
Ireland,PS,Government/compulsory health insurance,2022,5100,1
Ireland,PS,Government/compulsory health insurance,2023,5281.6,1
Israel,PS,Government/compulsory health insurance,2000,6457.7,1
Israel,PS,Government/compulsory health insurance,2001,6599.9,1
Israel,PS,Government/compulsory health insurance,2002,6720.9,1
Israel,PS,Government/compulsory health insurance,2003,6812.9,1
Israel,PS,Government/compulsory health insurance,2004,6917.6,1
Israel,PS,Government/compulsory health insurance,2005,7017.7,1
Israel,PS,Government/compulsory health insurance,2006,7133.8,1
Israel,PS,Government/compulsory health insurance,2007,7251.6,1
Israel,PS,Government/compulsory health insurance,2008,7378.2,1
Israel,PS,Government/compulsory health insurance,2009,7506.4,1
Israel,PS,Government/compulsory health insurance,2010,7630,1
Israel,PS,Government/compulsory health insurance,2011,7756.7,1
Israel,PS,Government/compulsory health insurance,2012,7901.1,1
Israel,PS,Government/compulsory health insurance,2013,8044.6,1
Israel,PS,Government/compulsory health insurance,2014,8202,1
Israel,PS,Government/compulsory health insurance,2015,8325.3,1
Israel,PS,Government/compulsory health insurance,2016,8472.5,1
Israel,PS,Government/compulsory health insurance,2017,8624.7,1
Israel,PS,Government/compulsory health insurance,2018,8782.5,1
Israel,PS,Government/compulsory health insurance,2019,8937.2,1
Israel,PS,Government/compulsory health insurance,2020,9077.9,1
Israel,PS,Government/compulsory health insurance,2021,9227.8,1
Israel,PS,Government/compulsory health insurance,2022,9414.6,1
Israel,PS,Government/compulsory health insurance,2023,9566.1,1
Israel,PT_POP,Public and primary voluntary health insurance,2000,100,2
Israel,PT_POP,Public and primary voluntary health insurance,2001,100,2
Israel,PT_POP,Public and primary voluntary health insurance,2002,100,2
Israel,PT_POP,Public and primary voluntary health insurance,2003,100,2
Israel,PT_POP,Public and primary voluntary health insurance,2004,100,2
Israel,PT_POP,Public and primary voluntary health insurance,2005,100,2
Israel,PT_POP,Public and primary voluntary health insurance,2006,100,2
Israel,PT_POP,Public and primary voluntary health insurance,2007,100,2
Israel,PT_POP,Public and primary voluntary health insurance,2008,100,2
Israel,PT_POP,Public and primary voluntary health insurance,2009,100,2
Israel,PT_POP,Public and primary voluntary health insurance,2010,100,2
Israel,PT_POP,Public and primary voluntary health insurance,2011,100,2
Israel,PT_POP,Public and primary voluntary health insurance,2012,100,2
Israel,PT_POP,Public and primary voluntary health insurance,2013,100,2
Israel,PT_POP,Public and primary voluntary health insurance,2014,100,2
Israel,PT_POP,Public and primary voluntary health insurance,2015,100,2
Israel,PT_POP,Public and primary voluntary health insurance,2016,100,2
Israel,PT_POP,Public and primary voluntary health insurance,2017,100,2
Israel,PT_POP,Public and primary voluntary health insurance,2018,100,2
Israel,PT_POP,Public and primary voluntary health insurance,2019,100,2
Israel,PT_POP,Public and primary voluntary health insurance,2020,100,2
Israel,PT_POP,Public and primary voluntary health insurance,2021,100,2
Israel,PT_POP,Public and primary voluntary health insurance,2022,100,2
Israel,PT_POP,Public and primary voluntary health insurance,2023,100,2
Israel,PT_POP,Government/compulsory health insurance,2000,100,1
Israel,PT_POP,Government/compulsory health insurance,2001,100,1
Israel,PT_POP,Government/compulsory health insurance,2002,100,1
Israel,PT_POP,Government/compulsory health insurance,2003,100,1
Israel,PT_POP,Government/compulsory health insurance,2004,100,1
Israel,PT_POP,Government/compulsory health insurance,2005,100,1
Israel,PT_POP,Government/compulsory health insurance,2006,100,1
Israel,PT_POP,Government/compulsory health insurance,2007,100,1
Israel,PT_POP,Government/compulsory health insurance,2008,100,1
Israel,PT_POP,Government/compulsory health insurance,2009,100,1
Israel,PT_POP,Government/compulsory health insurance,2010,100,1
Israel,PT_POP,Government/compulsory health insurance,2011,100,1
Israel,PT_POP,Government/compulsory health insurance,2012,100,1
Israel,PT_POP,Government/compulsory health insurance,2013,100,1
Israel,PT_POP,Government/compulsory health insurance,2014,100,1
Israel,PT_POP,Government/compulsory health insurance,2015,100,1
Israel,PT_POP,Government/compulsory health insurance,2016,100,1
Israel,PT_POP,Government/compulsory health insurance,2017,100,1
Israel,PT_POP,Government/compulsory health insurance,2018,100,1
Israel,PT_POP,Government/compulsory health insurance,2019,100,1
Israel,PT_POP,Government/compulsory health insurance,2020,100,1
Israel,PT_POP,Government/compulsory health insurance,2021,100,1
Israel,PT_POP,Government/compulsory health insurance,2022,100,1
Israel,PT_POP,Government/compulsory health insurance,2023,100,1
Italy,PS,Government/compulsory health insurance,2000,57189,1
Italy,PS,Government/compulsory health insurance,2001,57348,1
Italy,PS,Government/compulsory health insurance,2002,56933,1
Italy,PS,Government/compulsory health insurance,2003,57186,1
Italy,PS,Government/compulsory health insurance,2004,57612,1
Italy,PS,Government/compulsory health insurance,2005,58044,1
Italy,PS,Government/compulsory health insurance,2006,58289,1
Italy,PS,Government/compulsory health insurance,2007,58511,1
Italy,PS,Government/compulsory health insurance,2008,59002,1
Italy,PS,Government/compulsory health insurance,2009,59421,1
Italy,PS,Government/compulsory health insurance,2010,60690,1
Italy,PS,Government/compulsory health insurance,2011,59948,1
Italy,PS,Government/compulsory health insurance,2012,60105,1
Italy,PS,Government/compulsory health insurance,2013,60277,1
Italy,PS,Government/compulsory health insurance,2014,60346,1
Italy,PS,Government/compulsory health insurance,2015,60295,1
Italy,PS,Government/compulsory health insurance,2016,60164,1
Italy,PS,Government/compulsory health insurance,2017,60067,1
Italy,PS,Government/compulsory health insurance,2018,59938,1
Italy,PS,Government/compulsory health insurance,2019,59817,1
Italy,PS,Government/compulsory health insurance,2020,59641,1
Italy,PS,Government/compulsory health insurance,2021,59236,1
Italy,PS,Government/compulsory health insurance,2022,59030,1
Italy,PS,Government/compulsory health insurance,2023,58997,1
Italy,PT_POP,Public and primary voluntary health insurance,2000,100,2
Italy,PT_POP,Public and primary voluntary health insurance,2001,100,2
Italy,PT_POP,Public and primary voluntary health insurance,2002,100,2
Italy,PT_POP,Public and primary voluntary health insurance,2003,100,2
Italy,PT_POP,Public and primary voluntary health insurance,2004,100,2
Italy,PT_POP,Public and primary voluntary health insurance,2005,100,2
Italy,PT_POP,Public and primary voluntary health insurance,2006,100,2
Italy,PT_POP,Public and primary voluntary health insurance,2007,100,2
Italy,PT_POP,Public and primary voluntary health insurance,2008,100,2
Italy,PT_POP,Public and primary voluntary health insurance,2009,100,2
Italy,PT_POP,Public and primary voluntary health insurance,2010,100,2
Italy,PT_POP,Public and primary voluntary health insurance,2011,100,2
Italy,PT_POP,Public and primary voluntary health insurance,2012,100,2
Italy,PT_POP,Public and primary voluntary health insurance,2013,100,2
Italy,PT_POP,Public and primary voluntary health insurance,2014,100,2
Italy,PT_POP,Public and primary voluntary health insurance,2015,100,2
Italy,PT_POP,Public and primary voluntary health insurance,2016,100,2
Italy,PT_POP,Public and primary voluntary health insurance,2017,100,2
Italy,PT_POP,Public and primary voluntary health insurance,2018,100,2
Italy,PT_POP,Public and primary voluntary health insurance,2019,100,2
Italy,PT_POP,Public and primary voluntary health insurance,2020,100,2
Italy,PT_POP,Public and primary voluntary health insurance,2021,100,2
Italy,PT_POP,Public and primary voluntary health insurance,2022,100,2
Italy,PT_POP,Public and primary voluntary health insurance,2023,100,2
Italy,PT_POP,Government/compulsory health insurance,2000,100,1
Italy,PT_POP,Government/compulsory health insurance,2001,100,1
Italy,PT_POP,Government/compulsory health insurance,2002,100,1
Italy,PT_POP,Government/compulsory health insurance,2003,100,1
Italy,PT_POP,Government/compulsory health insurance,2004,100,1
Italy,PT_POP,Government/compulsory health insurance,2005,100,1
Italy,PT_POP,Government/compulsory health insurance,2006,100,1
Italy,PT_POP,Government/compulsory health insurance,2007,100,1
Italy,PT_POP,Government/compulsory health insurance,2008,100,1
Italy,PT_POP,Government/compulsory health insurance,2009,100,1
Italy,PT_POP,Government/compulsory health insurance,2010,100,1
Italy,PT_POP,Government/compulsory health insurance,2011,100,1
Italy,PT_POP,Government/compulsory health insurance,2012,100,1
Italy,PT_POP,Government/compulsory health insurance,2013,100,1
Italy,PT_POP,Government/compulsory health insurance,2014,100,1
Italy,PT_POP,Government/compulsory health insurance,2015,100,1
Italy,PT_POP,Government/compulsory health insurance,2016,100,1
Italy,PT_POP,Government/compulsory health insurance,2017,100,1
Italy,PT_POP,Government/compulsory health insurance,2018,100,1
Italy,PT_POP,Government/compulsory health insurance,2019,100,1
Italy,PT_POP,Government/compulsory health insurance,2020,100,1
Italy,PT_POP,Government/compulsory health insurance,2021,100,1
Italy,PT_POP,Government/compulsory health insurance,2022,100,1
Italy,PT_POP,Government/compulsory health insurance,2023,100,1
Japan,PS,Government/compulsory health insurance,2000,126058,1
Japan,PS,Government/compulsory health insurance,2001,126461,1
Japan,PS,Government/compulsory health insurance,2002,126738,1
Japan,PS,Government/compulsory health insurance,2003,126857,1
Japan,PS,Government/compulsory health insurance,2004,127097,1
Japan,PS,Government/compulsory health insurance,2005,127176,1
Japan,PS,Government/compulsory health insurance,2006,127301,1
Japan,PS,Government/compulsory health insurance,2007,127427,1
Japan,PS,Government/compulsory health insurance,2008,127175,1
Japan,PS,Government/compulsory health insurance,2009,127047,1
Japan,PS,Government/compulsory health insurance,2010,126907,1
Japan,PS,Government/compulsory health insurance,2011,126678,1
Japan,PS,Government/compulsory health insurance,2012,126452,1
Japan,PS,Government/compulsory health insurance,2013,126339,1
Japan,PS,Government/compulsory health insurance,2014,126207,1
Japan,PS,Government/compulsory health insurance,2015,126141,1
Japan,PS,Government/compulsory health insurance,2016,126091,1
Japan,PS,Government/compulsory health insurance,2017,125886,1
Japan,PS,Government/compulsory health insurance,2018,125627,1
Japan,PS,Government/compulsory health insurance,2019,125314,1
Japan,PS,Government/compulsory health insurance,2020,124752,1
Japan,PS,Government/compulsory health insurance,2021,123952,1
Japan,PT_POP,Public and primary voluntary health insurance,2000,100,2
Japan,PT_POP,Public and primary voluntary health insurance,2001,100,2
Japan,PT_POP,Public and primary voluntary health insurance,2002,100,2
Japan,PT_POP,Public and primary voluntary health insurance,2003,100,2
Japan,PT_POP,Public and primary voluntary health insurance,2004,100,2
Japan,PT_POP,Public and primary voluntary health insurance,2005,100,2
Japan,PT_POP,Public and primary voluntary health insurance,2006,100,2
Japan,PT_POP,Public and primary voluntary health insurance,2007,100,2
Japan,PT_POP,Public and primary voluntary health insurance,2008,100,2
Japan,PT_POP,Public and primary voluntary health insurance,2009,100,2
Japan,PT_POP,Public and primary voluntary health insurance,2010,100,2
Japan,PT_POP,Public and primary voluntary health insurance,2011,100,2
Japan,PT_POP,Public and primary voluntary health insurance,2012,100,2
Japan,PT_POP,Public and primary voluntary health insurance,2013,100,2
Japan,PT_POP,Public and primary voluntary health insurance,2014,100,2
Japan,PT_POP,Public and primary voluntary health insurance,2015,100,2
Japan,PT_POP,Public and primary voluntary health insurance,2016,100,2
Japan,PT_POP,Public and primary voluntary health insurance,2017,100,2
Japan,PT_POP,Public and primary voluntary health insurance,2018,100,2
Japan,PT_POP,Public and primary voluntary health insurance,2019,100,2
Japan,PT_POP,Public and primary voluntary health insurance,2020,100,2
Japan,PT_POP,Public and primary voluntary health insurance,2021,100,2
Japan,PT_POP,Government/compulsory health insurance,2000,100,1
Japan,PT_POP,Government/compulsory health insurance,2001,100,1
Japan,PT_POP,Government/compulsory health insurance,2002,100,1
Japan,PT_POP,Government/compulsory health insurance,2003,100,1
Japan,PT_POP,Government/compulsory health insurance,2004,100,1
Japan,PT_POP,Government/compulsory health insurance,2005,100,1
Japan,PT_POP,Government/compulsory health insurance,2006,100,1
Japan,PT_POP,Government/compulsory health insurance,2007,100,1
Japan,PT_POP,Government/compulsory health insurance,2008,100,1
Japan,PT_POP,Government/compulsory health insurance,2009,100,1
Japan,PT_POP,Government/compulsory health insurance,2010,100,1
Japan,PT_POP,Government/compulsory health insurance,2011,100,1
Japan,PT_POP,Government/compulsory health insurance,2012,100,1
Japan,PT_POP,Government/compulsory health insurance,2013,100,1
Japan,PT_POP,Government/compulsory health insurance,2014,100,1
Japan,PT_POP,Government/compulsory health insurance,2015,100,1
Japan,PT_POP,Government/compulsory health insurance,2016,100,1
Japan,PT_POP,Government/compulsory health insurance,2017,100,1
Japan,PT_POP,Government/compulsory health insurance,2018,100,1
Japan,PT_POP,Government/compulsory health insurance,2019,100,1
Japan,PT_POP,Government/compulsory health insurance,2020,100,1
Japan,PT_POP,Government/compulsory health insurance,2021,100,1
Korea,PS,Government/compulsory health insurance,2000,47008,1
Korea,PS,Government/compulsory health insurance,2001,47357,1
Korea,PS,Government/compulsory health insurance,2002,47622,1
Korea,PS,Government/compulsory health insurance,2003,47859,1
Korea,PS,Government/compulsory health insurance,2004,48039,1
Korea,PS,Government/compulsory health insurance,2005,48138,1
Korea,PS,Government/compulsory health insurance,2006,48372,1
Korea,PS,Government/compulsory health insurance,2007,48598,1
Korea,PS,Government/compulsory health insurance,2008,48949,1
Korea,PS,Government/compulsory health insurance,2009,49182,1
Korea,PS,Government/compulsory health insurance,2010,49410,1
Korea,PS,Government/compulsory health insurance,2011,49937,1
Korea,PS,Government/compulsory health insurance,2012,50200,1
Korea,PS,Government/compulsory health insurance,2013,50429,1
Korea,PS,Government/compulsory health insurance,2014,50747,1
Korea,PS,Government/compulsory health insurance,2015,51015,1
Korea,PS,Government/compulsory health insurance,2016,51218,1
Korea,PS,Government/compulsory health insurance,2017,51362,1
Korea,PS,Government/compulsory health insurance,2018,51585,1
Korea,PS,Government/compulsory health insurance,2019,51765,1
Korea,PS,Government/compulsory health insurance,2020,51836,1
Korea,PS,Government/compulsory health insurance,2021,51770,1
Korea,PS,Government/compulsory health insurance,2022,51673,1
Korea,PT_POP,Public and primary voluntary health insurance,2000,100,2
Korea,PT_POP,Public and primary voluntary health insurance,2001,100,2
Korea,PT_POP,Public and primary voluntary health insurance,2002,100,2
Korea,PT_POP,Public and primary voluntary health insurance,2003,100,2
Korea,PT_POP,Public and primary voluntary health insurance,2004,100,2
Korea,PT_POP,Public and primary voluntary health insurance,2005,100,2
Korea,PT_POP,Public and primary voluntary health insurance,2006,100,2
Korea,PT_POP,Public and primary voluntary health insurance,2007,100,2
Korea,PT_POP,Public and primary voluntary health insurance,2008,100,2
Korea,PT_POP,Public and primary voluntary health insurance,2009,100,2
Korea,PT_POP,Public and primary voluntary health insurance,2010,100,2
Korea,PT_POP,Public and primary voluntary health insurance,2011,100,2
Korea,PT_POP,Public and primary voluntary health insurance,2012,100,2
Korea,PT_POP,Public and primary voluntary health insurance,2013,100,2
Korea,PT_POP,Public and primary voluntary health insurance,2014,100,2
Korea,PT_POP,Public and primary voluntary health insurance,2015,100,2
Korea,PT_POP,Public and primary voluntary health insurance,2016,100,2
Korea,PT_POP,Public and primary voluntary health insurance,2017,100,2
Korea,PT_POP,Public and primary voluntary health insurance,2018,100,2
Korea,PT_POP,Public and primary voluntary health insurance,2019,100,2
Korea,PT_POP,Public and primary voluntary health insurance,2020,100,2
Korea,PT_POP,Public and primary voluntary health insurance,2021,100,2
Korea,PT_POP,Public and primary voluntary health insurance,2022,100,2
Korea,PT_POP,Government/compulsory health insurance,2000,100,1
Korea,PT_POP,Government/compulsory health insurance,2001,100,1
Korea,PT_POP,Government/compulsory health insurance,2002,100,1
Korea,PT_POP,Government/compulsory health insurance,2003,100,1
Korea,PT_POP,Government/compulsory health insurance,2004,100,1
Korea,PT_POP,Government/compulsory health insurance,2005,100,1
Korea,PT_POP,Government/compulsory health insurance,2006,100,1
Korea,PT_POP,Government/compulsory health insurance,2007,100,1
