area,FREQ,Frequency of observation,MEASURE,Measure,Age,SEX,Sex,TIME_PERIOD,Time period,OBS_VALUE
United Kingdom,A,Annual,LFEXP,Life expectancy,80 years,M,Male,2012,,8.2
United Kingdom,A,Annual,LFEXP,Life expectancy,80 years,M,Male,2013,,8.2
United Kingdom,A,Annual,LFEXP,Life expectancy,80 years,M,Male,2014,,8.4
United Kingdom,A,Annual,LFEXP,Life expectancy,80 years,M,Male,2015,,8.2
United Kingdom,A,Annual,LFEXP,Life expectancy,80 years,M,Male,2016,,8.4
United Kingdom,A,Annual,LFEXP,Life expectancy,80 years,M,Male,2017,,8.4
United Kingdom,A,Annual,LFEXP,Life expectancy,80 years,M,Male,2018,,8.4
United Kingdom,A,Annual,LFEXP,Life expectancy,80 years,M,Male,2019,,8.6
United Kingdom,A,Annual,LFEXP,Life expectancy,80 years,M,Male,2020,,7.9
Estonia,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1960,,3.2
Estonia,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1961,,3.1
Estonia,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1962,,2.9
Estonia,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1963,,3.3
Estonia,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1964,,3.2
Estonia,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1965,,3.3
Estonia,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1966,,3.2
Estonia,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1967,,3.3
Estonia,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1968,,3.5
Estonia,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1969,,3.5
Estonia,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1970,,3.4
Estonia,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1971,,3.4
Estonia,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1972,,3.4
Estonia,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1973,,3.5
Estonia,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1974,,3.7
Estonia,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1975,,3.6
Estonia,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1976,,3.5
Estonia,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1977,,3.5
Estonia,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1978,,3.4
Estonia,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1979,,3.5
Estonia,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1980,,3.8
Estonia,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1981,,3.7
Estonia,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1982,,3.5
Estonia,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1983,,3.4
Estonia,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1984,,3.5
Estonia,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1985,,3.8
Estonia,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1986,,3.8
Estonia,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1987,,3.5
Estonia,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1988,,3.4
Estonia,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1989,,3.5
Estonia,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1990,,3.8
Estonia,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1991,,3.7
Estonia,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1992,,4.3
Estonia,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1993,,4
Estonia,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1994,,4.1
Estonia,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1995,,4.2
Estonia,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1996,,4.2
Estonia,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1997,,4.3
Estonia,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1998,,4.2
Estonia,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,1999,,4.6
Estonia,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,2000,,4.4
Estonia,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,2001,,4.7
Estonia,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,2002,,4.6
Estonia,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,2003,,4.7
Estonia,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,2004,,4.8
Estonia,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,2005,,5
Estonia,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,2006,,5.2
Estonia,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,2007,,5.3
Estonia,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,2008,,5.2
Estonia,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,2009,,5.2
Estonia,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,2010,,5.2
Estonia,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,2011,,5.3
Estonia,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,2012,,5.5
Estonia,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,2013,,5.1
Estonia,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,2014,,5.2
Estonia,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,2015,,5.2
Estonia,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,2016,,5.3
Estonia,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,2017,,5.2
Estonia,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,2018,,4.9
Estonia,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,2019,,5.3
Estonia,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,2020,,5.2
Estonia,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,2021,,5.1
Estonia,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,2022,,5.3
Estonia,A,Annual,LFEXPDFM,Life expectancy difference (female-male),65 years,_T,Total,2023,,5.5
Lithuania,A,Annual,LFEXP,Life expectancy,65 years,M,Male,1970,,13.6
Lithuania,A,Annual,LFEXP,Life expectancy,65 years,M,Male,1971,,14.2
Lithuania,A,Annual,LFEXP,Life expectancy,65 years,M,Male,1972,,13.7
Lithuania,A,Annual,LFEXP,Life expectancy,65 years,M,Male,1973,,14.1
Lithuania,A,Annual,LFEXP,Life expectancy,65 years,M,Male,1974,,14.3
Lithuania,A,Annual,LFEXP,Life expectancy,65 years,M,Male,1975,,13.9
Lithuania,A,Annual,LFEXP,Life expectancy,65 years,M,Male,1976,,13.9
Lithuania,A,Annual,LFEXP,Life expectancy,65 years,M,Male,1977,,13.8
Lithuania,A,Annual,LFEXP,Life expectancy,65 years,M,Male,1978,,13.6
Lithuania,A,Annual,LFEXP,Life expectancy,65 years,M,Male,1979,,13.5
Lithuania,A,Annual,LFEXP,Life expectancy,65 years,M,Male,1980,,13.4
Lithuania,A,Annual,LFEXP,Life expectancy,65 years,M,Male,1981,,13.6
Lithuania,A,Annual,LFEXP,Life expectancy,65 years,M,Male,1982,,13.9
Lithuania,A,Annual,LFEXP,Life expectancy,65 years,M,Male,1983,,13.6
Lithuania,A,Annual,LFEXP,Life expectancy,65 years,M,Male,1984,,13.2
Lithuania,A,Annual,LFEXP,Life expectancy,65 years,M,Male,1985,,12.9
Lithuania,A,Annual,LFEXP,Life expectancy,65 years,M,Male,1986,,13.7
Lithuania,A,Annual,LFEXP,Life expectancy,65 years,M,Male,1987,,13.5
Lithuania,A,Annual,LFEXP,Life expectancy,65 years,M,Male,1988,,13.6
Lithuania,A,Annual,LFEXP,Life expectancy,65 years,M,Male,1989,,13.7
Lithuania,A,Annual,LFEXP,Life expectancy,65 years,M,Male,1990,,13.3
Lithuania,A,Annual,LFEXP,Life expectancy,65 years,M,Male,1991,,13.5
Lithuania,A,Annual,LFEXP,Life expectancy,65 years,M,Male,1992,,13.2
Lithuania,A,Annual,LFEXP,Life expectancy,65 years,M,Male,1993,,12.6
Lithuania,A,Annual,LFEXP,Life expectancy,65 years,M,Male,1994,,12.7
Lithuania,A,Annual,LFEXP,Life expectancy,65 years,M,Male,1995,,12.9
Lithuania,A,Annual,LFEXP,Life expectancy,65 years,M,Male,1996,,13
Lithuania,A,Annual,LFEXP,Life expectancy,65 years,M,Male,1997,,13.2
Lithuania,A,Annual,LFEXP,Life expectancy,65 years,M,Male,1998,,13.3
Lithuania,A,Annual,LFEXP,Life expectancy,65 years,M,Male,1999,,13.3
Lithuania,A,Annual,LFEXP,Life expectancy,65 years,M,Male,2000,,13.6
Lithuania,A,Annual,LFEXP,Life expectancy,65 years,M,Male,2001,,13.4
Lithuania,A,Annual,LFEXP,Life expectancy,65 years,M,Male,2002,,13.3
Lithuania,A,Annual,LFEXP,Life expectancy,65 years,M,Male,2003,,13.3
Lithuania,A,Annual,LFEXP,Life expectancy,65 years,M,Male,2004,,13.5
Lithuania,A,Annual,LFEXP,Life expectancy,65 years,M,Male,2005,,13.2
Lithuania,A,Annual,LFEXP,Life expectancy,65 years,M,Male,2006,,13.3
Lithuania,A,Annual,LFEXP,Life expectancy,65 years,M,Male,2007,,13.1
Lithuania,A,Annual,LFEXP,Life expectancy,65 years,M,Male,2008,,13.6
Lithuania,A,Annual,LFEXP,Life expectancy,65 years,M,Male,2009,,13.6
Lithuania,A,Annual,LFEXP,Life expectancy,65 years,M,Male,2010,,13.8
Lithuania,A,Annual,LFEXP,Life expectancy,65 years,M,Male,2011,,14
Lithuania,A,Annual,LFEXP,Life expectancy,65 years,M,Male,2012,,14.1
Lithuania,A,Annual,LFEXP,Life expectancy,65 years,M,Male,2013,,14.1
Lithuania,A,Annual,LFEXP,Life expectancy,65 years,M,Male,2014,,14.3
Lithuania,A,Annual,LFEXP,Life expectancy,65 years,M,Male,2015,,14.1
Lithuania,A,Annual,LFEXP,Life expectancy,65 years,M,Male,2016,,14.2
Lithuania,A,Annual,LFEXP,Life expectancy,65 years,M,Male,2017,,14.4
Lithuania,A,Annual,LFEXP,Life expectancy,65 years,M,Male,2018,,14.5
Lithuania,A,Annual,LFEXP,Life expectancy,65 years,M,Male,2019,,14.8
Lithuania,A,Annual,LFEXP,Life expectancy,65 years,M,Male,2020,,13.6
Lithuania,A,Annual,LFEXP,Life expectancy,65 years,M,Male,2021,,13.2
Lithuania,A,Annual,LFEXP,Life expectancy,65 years,M,Male,2022,,14.1
Lithuania,A,Annual,LFEXP,Life expectancy,65 years,M,Male,2023,,15.2
Slovenia,A,Annual,LFEXP,Life expectancy,0 years,F,Female,1970,,72.4
Slovenia,A,Annual,LFEXP,Life expectancy,0 years,F,Female,1982,,75.3
Slovenia,A,Annual,LFEXP,Life expectancy,0 years,F,Female,1983,,75
Slovenia,A,Annual,LFEXP,Life expectancy,0 years,F,Female,1984,,75.4
Slovenia,A,Annual,LFEXP,Life expectancy,0 years,F,Female,1985,,76
Slovenia,A,Annual,LFEXP,Life expectancy,0 years,F,Female,1986,,76.4
Slovenia,A,Annual,LFEXP,Life expectancy,0 years,F,Female,1987,,76.5
Slovenia,A,Annual,LFEXP,Life expectancy,0 years,F,Female,1988,,77
Slovenia,A,Annual,LFEXP,Life expectancy,0 years,F,Female,1989,,77.5
Slovenia,A,Annual,LFEXP,Life expectancy,0 years,F,Female,1990,,77.8
Slovenia,A,Annual,LFEXP,Life expectancy,0 years,F,Female,1991,,77.5
Slovenia,A,Annual,LFEXP,Life expectancy,0 years,F,Female,1992,,77.6
Slovenia,A,Annual,LFEXP,Life expectancy,0 years,F,Female,1993,,77.6
Slovenia,A,Annual,LFEXP,Life expectancy,0 years,F,Female,1994,,77.8
Slovenia,A,Annual,LFEXP,Life expectancy,0 years,F,Female,1995,,78.5
Slovenia,A,Annual,LFEXP,Life expectancy,0 years,F,Female,1996,,79
Slovenia,A,Annual,LFEXP,Life expectancy,0 years,F,Female,1997,,79.1
Slovenia,A,Annual,LFEXP,Life expectancy,0 years,F,Female,1998,,79.2
Slovenia,A,Annual,LFEXP,Life expectancy,0 years,F,Female,1999,,79.5
Slovenia,A,Annual,LFEXP,Life expectancy,0 years,F,Female,2000,,79.9
Slovenia,A,Annual,LFEXP,Life expectancy,0 years,F,Female,2001,,80.4
Slovenia,A,Annual,LFEXP,Life expectancy,0 years,F,Female,2002,,80.5
Slovenia,A,Annual,LFEXP,Life expectancy,0 years,F,Female,2003,,80.3
Slovenia,A,Annual,LFEXP,Life expectancy,0 years,F,Female,2004,,80.8
Slovenia,A,Annual,LFEXP,Life expectancy,0 years,F,Female,2005,,80.9
Slovenia,A,Annual,LFEXP,Life expectancy,0 years,F,Female,2006,,82
Slovenia,A,Annual,LFEXP,Life expectancy,0 years,F,Female,2007,,82
Slovenia,A,Annual,LFEXP,Life expectancy,0 years,F,Female,2008,,82.6
Slovenia,A,Annual,LFEXP,Life expectancy,0 years,F,Female,2009,,82.7
Slovenia,A,Annual,LFEXP,Life expectancy,0 years,F,Female,2010,,83.1
Slovenia,A,Annual,LFEXP,Life expectancy,0 years,F,Female,2011,,83.3
Slovenia,A,Annual,LFEXP,Life expectancy,0 years,F,Female,2012,,83.3
Slovenia,A,Annual,LFEXP,Life expectancy,0 years,F,Female,2013,,83.6
Slovenia,A,Annual,LFEXP,Life expectancy,0 years,F,Female,2014,,84.1
Slovenia,A,Annual,LFEXP,Life expectancy,0 years,F,Female,2015,,83.9
Slovenia,A,Annual,LFEXP,Life expectancy,0 years,F,Female,2016,,84.3
Slovenia,A,Annual,LFEXP,Life expectancy,0 years,F,Female,2017,,84
Slovenia,A,Annual,LFEXP,Life expectancy,0 years,F,Female,2018,,84.4
Slovenia,A,Annual,LFEXP,Life expectancy,0 years,F,Female,2019,,84.5
Slovenia,A,Annual,LFEXP,Life expectancy,0 years,F,Female,2020,,83.4
Slovenia,A,Annual,LFEXP,Life expectancy,0 years,F,Female,2021,,83.8
Slovenia,A,Annual,LFEXP,Life expectancy,0 years,F,Female,2022,,84.1
Slovenia,A,Annual,LFEXP,Life expectancy,0 years,F,Female,2023,,85
Finland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),0 years,_T,Total,1960,,7
Finland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),0 years,_T,Total,1963,,7.2
Finland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),0 years,_T,Total,1968,,7.8
Finland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),0 years,_T,Total,1970,,8.5
Finland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),0 years,_T,Total,1971,,8.3
Finland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),0 years,_T,Total,1972,,8.3
Finland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),0 years,_T,Total,1973,,8.5
Finland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),0 years,_T,Total,1974,,8.5
Finland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),0 years,_T,Total,1975,,8.6
Finland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),0 years,_T,Total,1976,,8.7
Finland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),0 years,_T,Total,1977,,9
Finland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),0 years,_T,Total,1978,,9.1
Finland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),0 years,_T,Total,1979,,8.6
Finland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),0 years,_T,Total,1980,,8.8
Finland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),0 years,_T,Total,1981,,8.6
Finland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),0 years,_T,Total,1982,,8.5
Finland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),0 years,_T,Total,1983,,8.2
Finland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),0 years,_T,Total,1984,,8.5
Finland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),0 years,_T,Total,1985,,8.5
Finland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),0 years,_T,Total,1986,,8.3
Finland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),0 years,_T,Total,1987,,8.1
Finland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),0 years,_T,Total,1988,,8.1
Finland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),0 years,_T,Total,1989,,8.1
Finland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),0 years,_T,Total,1990,,8
Finland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),0 years,_T,Total,1991,,8.1
Finland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),0 years,_T,Total,1992,,7.9
Finland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),0 years,_T,Total,1993,,7.4
Finland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),0 years,_T,Total,1994,,7.5
Finland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),0 years,_T,Total,1995,,7.6
Finland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),0 years,_T,Total,1996,,7.6
Finland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),0 years,_T,Total,1997,,7.2
Finland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),0 years,_T,Total,1998,,7.4
Finland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),0 years,_T,Total,1999,,7.4
Finland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),0 years,_T,Total,2000,,7
Finland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),0 years,_T,Total,2001,,7.1
Finland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),0 years,_T,Total,2002,,6.7
Finland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),0 years,_T,Total,2003,,6.8
Finland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),0 years,_T,Total,2004,,7.1
Finland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),0 years,_T,Total,2005,,6.9
Finland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),0 years,_T,Total,2006,,7.2
Finland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),0 years,_T,Total,2007,,7.1
Finland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),0 years,_T,Total,2008,,6.8
Finland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),0 years,_T,Total,2009,,6.9
Finland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),0 years,_T,Total,2010,,6.6
Finland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),0 years,_T,Total,2011,,6.5
Finland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),0 years,_T,Total,2012,,6
Finland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),0 years,_T,Total,2013,,6.1
Finland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),0 years,_T,Total,2014,,5.7
Finland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),0 years,_T,Total,2015,,5.7
Finland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),0 years,_T,Total,2016,,5.8
Finland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),0 years,_T,Total,2017,,5.6
Finland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),0 years,_T,Total,2018,,5.4
Finland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),0 years,_T,Total,2019,,5.5
Finland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),0 years,_T,Total,2020,,5.6
Finland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),0 years,_T,Total,2021,,5.3
Finland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),0 years,_T,Total,2022,,5.1
Finland,A,Annual,LFEXPDFM,Life expectancy difference (female-male),0 years,_T,Total,2023,,5.3
Costa Rica,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,1995,,-3.5
Costa Rica,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,1996,,-3.5
Costa Rica,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,1997,,-3.5
Costa Rica,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,1998,,-3.5
Costa Rica,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,1999,,-3.5
Costa Rica,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,2000,,-3.5
Costa Rica,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,2001,,-3.6
Costa Rica,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,2002,,-3.6
Costa Rica,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,2003,,-3.6
Costa Rica,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,2004,,-3.6
Costa Rica,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,2005,,-3.7
Costa Rica,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,2006,,-3.7
Costa Rica,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,2007,,-3.8
Costa Rica,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,2008,,-3.8
Costa Rica,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,2009,,-3.9
Costa Rica,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,2010,,-3.8
Costa Rica,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,2011,,-3.8
Costa Rica,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,2012,,-3.8
Costa Rica,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,2013,,-3.9
Costa Rica,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,2014,,-3.9
Costa Rica,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,2015,,-3.9
Costa Rica,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,2016,,-3.9
Costa Rica,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,2017,,-3.9
Costa Rica,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,2018,,-4
Costa Rica,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,2019,,-4
Costa Rica,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,2020,,-4
Costa Rica,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,2021,,-4
Costa Rica,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,2022,,-4
New Zealand,A,Annual,LFEXPDFM,Life expectancy difference (female-male),60 years,_T,Total,1961,,3.3
New Zealand,A,Annual,LFEXPDFM,Life expectancy difference (female-male),60 years,_T,Total,1962,,3.3
New Zealand,A,Annual,LFEXPDFM,Life expectancy difference (female-male),60 years,_T,Total,1963,,3.5
New Zealand,A,Annual,LFEXPDFM,Life expectancy difference (female-male),60 years,_T,Total,1964,,3.7
New Zealand,A,Annual,LFEXPDFM,Life expectancy difference (female-male),60 years,_T,Total,1965,,3.7
New Zealand,A,Annual,LFEXPDFM,Life expectancy difference (female-male),60 years,_T,Total,1966,,3.9
New Zealand,A,Annual,LFEXPDFM,Life expectancy difference (female-male),60 years,_T,Total,1967,,3.9
New Zealand,A,Annual,LFEXPDFM,Life expectancy difference (female-male),60 years,_T,Total,1968,,4
New Zealand,A,Annual,LFEXPDFM,Life expectancy difference (female-male),60 years,_T,Total,1969,,4
New Zealand,A,Annual,LFEXPDFM,Life expectancy difference (female-male),60 years,_T,Total,1970,,4
New Zealand,A,Annual,LFEXPDFM,Life expectancy difference (female-male),60 years,_T,Total,1971,,4.1
New Zealand,A,Annual,LFEXPDFM,Life expectancy difference (female-male),60 years,_T,Total,1972,,4.1
New Zealand,A,Annual,LFEXPDFM,Life expectancy difference (female-male),60 years,_T,Total,1973,,4.1
New Zealand,A,Annual,LFEXPDFM,Life expectancy difference (female-male),60 years,_T,Total,1974,,4.3
New Zealand,A,Annual,LFEXPDFM,Life expectancy difference (female-male),60 years,_T,Total,1975,,4.3
New Zealand,A,Annual,LFEXPDFM,Life expectancy difference (female-male),60 years,_T,Total,1976,,4.3
New Zealand,A,Annual,LFEXPDFM,Life expectancy difference (female-male),60 years,_T,Total,1977,,4.3
New Zealand,A,Annual,LFEXPDFM,Life expectancy difference (female-male),60 years,_T,Total,1978,,4.4
New Zealand,A,Annual,LFEXPDFM,Life expectancy difference (female-male),60 years,_T,Total,1979,,4.4
New Zealand,A,Annual,LFEXPDFM,Life expectancy difference (female-male),60 years,_T,Total,1980,,4.4
New Zealand,A,Annual,LFEXPDFM,Life expectancy difference (female-male),60 years,_T,Total,1981,,4.4
New Zealand,A,Annual,LFEXPDFM,Life expectancy difference (female-male),60 years,_T,Total,1982,,4.4
New Zealand,A,Annual,LFEXPDFM,Life expectancy difference (female-male),60 years,_T,Total,1983,,4.4
New Zealand,A,Annual,LFEXPDFM,Life expectancy difference (female-male),60 years,_T,Total,1984,,4.3
New Zealand,A,Annual,LFEXPDFM,Life expectancy difference (female-male),60 years,_T,Total,1985,,4.3
New Zealand,A,Annual,LFEXPDFM,Life expectancy difference (female-male),60 years,_T,Total,1986,,4.2
New Zealand,A,Annual,LFEXPDFM,Life expectancy difference (female-male),60 years,_T,Total,1987,,4.2
New Zealand,A,Annual,LFEXPDFM,Life expectancy difference (female-male),60 years,_T,Total,1988,,4.1
New Zealand,A,Annual,LFEXPDFM,Life expectancy difference (female-male),60 years,_T,Total,1989,,4.1
New Zealand,A,Annual,LFEXPDFM,Life expectancy difference (female-male),60 years,_T,Total,1990,,4.1
New Zealand,A,Annual,LFEXPDFM,Life expectancy difference (female-male),60 years,_T,Total,1991,,4.1
New Zealand,A,Annual,LFEXPDFM,Life expectancy difference (female-male),60 years,_T,Total,1992,,4
New Zealand,A,Annual,LFEXPDFM,Life expectancy difference (female-male),60 years,_T,Total,1993,,4
New Zealand,A,Annual,LFEXPDFM,Life expectancy difference (female-male),60 years,_T,Total,1994,,4
New Zealand,A,Annual,LFEXPDFM,Life expectancy difference (female-male),60 years,_T,Total,1995,,3.9
New Zealand,A,Annual,LFEXPDFM,Life expectancy difference (female-male),60 years,_T,Total,1996,,3.8
